mz,id,ion,example,formula
682.54073,DG 40:8,[M+NH4]+,DG(22:6/18:2/0:0),C43H68O5
682.63457,DG 39:1,[M+NH4]+,DG(23:0/16:1/0:0),C42H80O5
683.3665,PA 32:5,[M+Na2-H]+,"GPA(10:0/22:5(4Z,7Z,10Z,13Z,16Z))",C35H59O8P
683.46279,PA 33:1,[M+Na]+,GPA(18:1(7Z)/15:0),C36H69O8P
683.47103,MGDG 27:0,[M+Na]+,MGDG(25:0/2:0),C36H68O10
683.51039,SM 31:1,[M-H+Na]+,SM(d19:1(4E)/12:0),C36H74N2O6P
683.61621,DG 40:2,[M+Li]+,DG(18:1/22:1/0:0),C43H80O5
684.38528,PS 27:2,[M+Na]+,"GPSer(17:2(9Z,12Z)/10:0)",C33H60NO10P
684.38764,PS 29:5,[M+H]+,"GPSer(20:5(5Z,8Z,11Z,14Z,17Z)/9:0)",C35H58NO10P
684.45803,PC 27:1,[M+Na]+,GPCho(7:0/20:1(11Z)),C35H68NO8P
684.45803,PE 30:1,[M+Na]+,GPEtn(16:0/14:1(9Z)),C35H68NO8P
684.4604,PC 29:4,[M+H]+,"GPCho(24:4(5Z,8Z,11Z,14Z)/5:0)",C37H66NO8P
684.4604,PE 32:4,[M+H]+,"GPEtn(24:4(5Z,8Z,11Z,14Z)/8:0)",C37H66NO8P
684.46867,MGDG 28:4,[M+NH4]+,"MGDG(18:4(9E,11E,13E,15E)/10:0)",C37H62O10
684.49441,plasmenyl-PC 28:0,[M+Na]+,PC(P-20:0/8:0),C36H72NO7P
684.49441,plasmenyl-PE 31:0,[M+Na]+,PE(P-20:0/11:0),C36H72NO7P
684.50505,MGDG 30:4,[M+NH4-CO]+,"MGDG(18:4(6Z,9Z,12Z,15Z)/12:0)",C39H66O10
684.55637,DG 40:7,[M+NH4]+,DG(22:4/18:3/0:0),C43H70O5
684.65021,DG 39:0,[M+NH4]+,DG(20:0/19:0/0:0),C42H82O5
685.38212,PA 32:4,[M+Na2-H]+,"GPA(18:3(6Z,9Z,12Z)/14:1(9Z))",C35H61O8P
685.39277,MGDG 28:6,[M+Na]+,"MGDG(6:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C37H58O10
685.47842,PA 33:0,[M+Na]+,GPA(26:0/7:0),C36H71O8P
685.52608,SM 31:0,[M-H+Na]+,SM(d15:0/16:0),C36H76N2O6P
685.63185,DG 40:1,[M+Li]+,DG(22:0/18:1/0:0),C43H82O5
686.4009,PS 27:1,[M+Na]+,GPSer(12:0/15:1(9Z)),C33H62NO10P
686.40333,PS 29:4,[M+H]+,"GPSer(5:0/24:4(5Z,8Z,11Z,14Z))",C35H60NO10P
686.47366,PC 27:0,[M+Na]+,GPCho(4:0/23:0),C35H70NO8P
686.47366,PE 30:0,[M+Na]+,GPEtn(17:0/13:0),C35H70NO8P
686.47608,PC 29:3,[M+H]+,"GPCho(20:3(8Z,11Z,14Z)/9:0)",C37H68NO8P
686.47608,PE 32:3,[M+H]+,"GPEtn(14:1(9Z)/18:2(6Z,9Z))",C37H68NO8P
686.48432,MGDG 28:3,[M+NH4]+,"MGDG(8:0/20:3(8Z,11Z,14Z))",C37H64O10
686.51246,plasmenyl-PE 33:2,[M+H]+,"PE(P-16:0/17:2(9Z,12Z))",C38H72NO7P
686.52071,MGDG 30:3,[M+NH4-CO]+,"MGDG(12:0/18:3(9Z,12Z,15Z))",C39H68O10
686.54884,CerP 39:2,[M+H]+,CerP(d15:1(4E)/24:1(15Z)),C39H76NO6P
686.57201,DG 40:6,[M+NH4]+,DG(22:5/18:1/0:0),C43H72O5
687.39775,PA 32:3,[M+Na2-H]+,"GPA(18:2(9E,12E)/14:1(9Z))",C35H63O8P
687.40017,PA 34:6,[M+Na]+,"GPA(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C37H61O8P
687.40841,MGDG 28:5,[M+Na]+,"MGDG(22:5(7Z,10Z,13Z,16Z,19Z)/6:0)",C37H60O10
687.54413,SM 33:2,[M]+,SM(d15:1(4E)/18:1(9Z)),C38H76N2O6P
687.64749,DG 40:0,[M+Li]+,DG(17:0/23:0/0:0),C43H84O5
688.39541,PC 28:6,[M+Na]+,"GPCho(6:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C36H60NO8P
688.39541,PE 31:6,[M+Na]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/9:0)",C36H60NO8P
688.41653,PS 27:0,[M+Na]+,GPSer(20:0/7:0),C33H64NO10P
688.41895,PS 29:3,[M+H]+,"GPSer(18:3(9Z,12Z,15Z)/11:0)",C35H62NO10P
688.49171,PC 29:2,[M+H]+,"GPCho(3:0/26:2(5E,9Z))",C37H70NO8P
688.49171,PE 32:2,[M+H]+,"GPEtn(26:2(5Z,9Z)/6:0)",C37H70NO8P
688.49997,MGDG 28:2,[M+NH4]+,"MGDG(6:0/22:2(13Z,16Z))",C37H66O10
688.52808,plasmenyl-PC 30:1,[M+H]+,PC(P-16:0/14:1(9Z)),C38H74NO7P
688.52808,plasmenyl-PE 33:1,[M+H]+,PE(P-16:0/17:1(9Z)),C38H74NO7P
688.53635,MGDG 30:2,[M+NH4-CO]+,"MGDG(26:2(5Z,9Z)/4:0)",C39H70O10
688.56452,CerP 39:1,[M+H]+,CerP(d15:1(4E)/24:0),C39H78NO6P
688.58765,DG 40:5,[M+NH4]+,DG(20:2/20:3/0:0),C43H74O5
689.33602,DGDG 16:1,[M+Na]+,DGDG(14:1(9Z)/2:0),C31H54O15
689.41343,PA 32:2,[M+Na2-H]+,"GPA(15:0/17:2(9Z,12Z))",C35H65O8P
689.4158,PA 34:5,[M+Na]+,"GPA(20:4(5Z,8Z,11Z,14Z)/14:1(9Z))",C37H63O8P
689.42407,MGDG 28:4,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/4:0)",C37H62O10
689.55975,SM 33:1,[M]+,SM(d15:0/18:1(9Z)),C38H78N2O6P
689.56929,DG 41:6,[M+Li]+,DG(19:0/22:6/0:0),C44H74O5
690.33828,PS 28:6,[M+Na]+,"GPSer(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/6:0)",C34H54NO10P
690.4111,PC 28:5,[M+Na]+,"GPCho(6:0/22:5(7Z,10Z,13Z,16Z,19Z))",C36H62NO8P
690.4111,PE 31:5,[M+Na]+,"GPEtn(9:0/22:5(4Z,7Z,10Z,13Z,16Z))",C36H62NO8P
690.43458,PS 29:2,[M+H]+,"GPSer(18:2(9Z,11Z)/11:0)",C35H64NO10P
690.50739,PC 29:1,[M+H]+,GPCho(11:0/18:1(13Z)),C37H72NO8P
690.50739,PE 32:1,[M+H]+,GPEtn(12:0/20:1(13E)),C37H72NO8P
690.51563,MGDG 28:1,[M+NH4]+,MGDG(8:0/20:1(11E)),C37H68O10
690.54377,plasmenyl-PC 30:0,[M+H]+,PC(P-16:0/14:0),C38H76NO7P
690.54377,plasmenyl-PE 33:0,[M+H]+,PE(P-18:0/15:0),C38H76NO7P
690.55205,MGDG 30:1,[M+NH4-CO]+,MGDG(12:0/18:1(9E)),C39H72O10
690.58015,CerP 39:0,[M+H]+,CerP(d17:0/22:0),C39H80NO6P
690.60329,DG 40:4,[M+NH4]+,DG(18:0/22:4/0:0),C43H76O5
691.35171,DGDG 16:0,[M+Na]+,DGDG(8:0/8:0),C31H56O15
691.42906,PA 32:1,[M+Na2-H]+,GPA(18:1(9E)/14:0),C35H67O8P
691.43148,PA 34:4,[M+Na]+,"GPA(16:1(7Z)/18:3(9Z,12Z,15Z))",C37H65O8P
691.43972,MGDG 28:3,[M+Na]+,"MGDG(8:0/20:3(5Z,8Z,11Z))",C37H64O10
691.57538,SM 33:0,[M]+,SM(d19:0/14:0),C38H80N2O6P
691.58493,DG 41:5,[M+Li]+,DG(19:0/22:5/0:0),C44H76O5
692.35397,PS 28:5,[M+Na]+,"GPSer(6:0/22:5(7Z,10Z,13Z,16Z,19Z))",C34H56NO10P
692.42672,PC 28:4,[M+Na]+,"GPCho(8:0/20:4(5E,8E,11E,14E))",C36H64NO8P
692.42672,PE 31:4,[M+Na]+,"GPEtn(20:4(5E,8E,11E,14E)/11:0)",C36H64NO8P
692.45026,PS 29:1,[M+H]+,GPSer(11:0/18:1(4E)),C35H66NO10P
692.52302,PC 29:0,[M+H]+,GPCho(24:0/5:0),C37H74NO8P
692.52302,PE 32:0,[M+H]+,GPEtn(14:0/18:0),C37H74NO8P
692.53127,MGDG 28:0,[M+NH4]+,MGDG(10:0/18:0),C37H70O10
692.56765,MGDG 30:0,[M+NH4-CO]+,MGDG(15:0/15:0),C39H74O10
692.61893,DG 40:3,[M+NH4]+,DG(14:1/26:2/0:0),C43H78O5
693.44474,PA 32:0,[M+Na2-H]+,GPA(6:0/26:0),C35H69O8P
693.44711,PA 34:3,[M+Na]+,"GPA(18:2(9E,12E)/16:1(7Z))",C37H67O8P
693.45537,MGDG 28:2,[M+Na]+,"MGDG(26:2(5Z,9E)/2:0)",C37H66O10
693.50673,DG 42:11,[M+Li]+,DG(20:5/22:6/0:0),C45H66O5
693.60057,DG 41:4,[M+Li]+,DG(23:0/18:4/0:0),C44H78O5
694.36959,PS 28:4,[M+Na]+,"GPSer(10:0/18:4(9E,11E,13E,15E))",C34H58NO10P
694.44235,PC 28:3,[M+Na]+,"GPCho(20:3(8Z,11Z,14Z)/8:0)",C36H66NO8P
694.44235,PE 31:3,[M+Na]+,"GPEtn(20:3(8Z,11Z,14Z)/11:0)",C36H66NO8P
694.44477,PC 30:6,[M+H]+,"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/8:0)",C38H64NO8P
694.44477,PE 33:6,[M+H]+,"GPEtn(11:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C38H64NO8P
694.45301,MGDG 29:6,[M+NH4]+,"MGDG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/7:0)",C38H60O10
694.46589,PS 29:0,[M+H]+,GPSer(8:0/21:0),C35H68NO10P
694.4894,MGDG 31:6,[M+NH4-CO]+,"MGDG(9:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C40H64O10
694.51752,CerP 40:5,[M+H]+,"CerP(d16:1(4E)/24:4(5Z,8Z,11Z,14Z))",C40H72NO6P
694.63457,DG 40:2,[M+NH4]+,DG(14:0/26:2/0:0),C43H80O5
695.3665,PA 33:6,[M+Na2-H]+,"GPA(11:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C36H59O8P
695.46279,PA 34:2,[M+Na]+,GPA(16:1(7Z)/18:1(9E)),C37H69O8P
695.47103,MGDG 28:1,[M+Na]+,MGDG(26:1(5Z)/2:0),C37H68O10
695.51039,SM 32:2,[M-H+Na]+,SM(d14:1(4E)/18:1(9Z)),C37H74N2O6P
695.52237,DG 42:10,[M+Li]+,DG(20:4/22:6/0:0),C45H68O5
695.61621,DG 41:3,[M+Li]+,DG(26:2/15:1/0:0),C44H80O5
696.38528,PS 28:3,[M+Na]+,"GPSer(10:0/18:3(6Z,9Z,12Z))",C34H60NO10P
696.38764,PS 30:6,[M+H]+,"GPSer(8:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C36H58NO10P
696.45803,PC 28:2,[M+Na]+,"GPCho(26:2(5E,9Z)/2:0)",C36H68NO8P
696.45803,PE 31:2,[M+Na]+,"GPEtn(5:0/26:2(5Z,9Z))",C36H68NO8P
696.4604,PC 30:5,[M+H]+,"GPCho(20:5(5Z,8Z,11Z,14Z,17Z)/10:0)",C38H66NO8P
696.4604,PE 33:5,[M+H]+,"GPEtn(22:5(7Z,10Z,13Z,16Z,19Z)/11:0)",C38H66NO8P
696.46867,MGDG 29:5,[M+NH4]+,"MGDG(7:0/22:5(7Z,10Z,13Z,16Z,19Z))",C38H62O10
696.49441,plasmenyl-PE 32:1,[M+Na]+,PE(P-18:0/14:1(9Z)),C37H72NO7P
696.49683,plasmenyl-PE 34:4,[M+H]+,"PE(P-16:0/18:4(6Z,9Z,12Z,15Z))",C39H70NO7P
696.50505,MGDG 31:5,[M+NH4-CO]+,"MGDG(22:5(7Z,10Z,13Z,16Z,19Z)/9:0)",C40H66O10
696.53321,CerP 40:4,[M+H]+,"CerP(d16:0/24:4(5Z,8Z,11Z,14Z))",C40H74NO6P
696.65021,DG 40:1,[M+NH4]+,DG(22:0/18:1/0:0),C43H82O5
697.38212,PA 33:5,[M+Na2-H]+,"GPA(18:4(9E,11E,13E,15E)/15:1(9Z))",C36H61O8P
697.47842,PA 34:1,[M+Na]+,GPA(16:0/18:1(4E)),C37H71O8P
697.48667,MGDG 28:0,[M+Na]+,MGDG(26:0/2:0),C37H70O10
697.52608,SM 32:1,[M-H+Na]+,SM(d16:1(4E)/16:0),C37H76N2O6P
697.53801,DG 42:9,[M+Li]+,DG(20:3/22:6/0:0),C45H70O5
697.63185,DG 41:2,[M+Li]+,DG(20:2/21:0/0:0),C44H82O5
698.4009,PS 28:2,[M+Na]+,"GPSer(8:0/20:2(5Z,8Z))",C34H62NO10P
698.40333,PS 30:5,[M+H]+,"GPSer(22:5(4Z,7Z,10Z,13Z,16Z)/8:0)",C36H60NO10P
698.47366,PC 28:1,[M+Na]+,GPCho(12:0/16:1(9Z)),C36H70NO8P
698.47366,PE 31:1,[M+Na]+,GPEtn(20:1(11Z)/11:0),C36H70NO8P
698.47608,PC 30:4,[M+H]+,"GPCho(8:0/22:4(7Z,10Z,13Z,16Z))",C38H68NO8P
698.47608,PE 33:4,[M+H]+,"GPEtn(20:4(7E,10E,13E,16E)/13:0)",C38H68NO8P
698.48432,MGDG 29:4,[M+NH4]+,"MGDG(5:0/24:4(5Z,8Z,11Z,14Z))",C38H64O10
698.51003,plasmenyl-PC 29:0,[M+Na]+,PC(P-20:0/9:0),C37H74NO7P
698.51003,plasmenyl-PE 32:0,[M+Na]+,PE(P-16:0/16:0),C37H74NO7P
698.51246,plasmenyl-PE 34:3,[M+H]+,"PE(P-16:0/18:3(9Z,12Z,15Z))",C39H72NO7P
698.52071,MGDG 31:4,[M+NH4-CO]+,"MGDG(20:4(5E,8E,11E,14E)/11:0)",C40H68O10
698.66585,DG 40:0,[M+NH4]+,DG(23:0/17:0/0:0),C43H84O5
699.39775,PA 33:4,[M+Na2-H]+,"GPA(18:4(6Z,9Z,12Z,15Z)/15:0)",C36H63O8P
699.40841,MGDG 29:6,[M+Na]+,"MGDG(7:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C38H60O10
699.4941,PA 34:0,[M+Na]+,GPA(19:0/15:0),C37H73O8P
699.5417,SM 32:0,[M-H+Na]+,SM(d16:0/16:0),C37H78N2O6P
699.55365,DG 42:8,[M+Li]+,DG(20:4/22:4/0:0),C45H72O5
699.61113,TG 40:1,[M+Li]+,TG(12:0/12:0/16:1),C43H80O6
699.64749,DG 41:1,[M+Li]+,DG(26:0/15:1/0:0),C44H84O5
700.41653,PS 28:1,[M+Na]+,GPSer(24:1(15Z)/4:0),C34H64NO10P
700.41895,PS 30:4,[M+H]+,"GPSer(18:4(9E,11E,13E,15E)/12:0)",C36H62NO10P
700.48934,PC 28:0,[M+Na]+,GPCho(8:0/20:0),C36H72NO8P
700.48934,PE 31:0,[M+Na]+,GPEtn(8:0/23:0),C36H72NO8P
700.49171,PC 30:3,[M+H]+,"GPCho(18:3(6Z,9Z,12Z)/12:0)",C38H70NO8P
700.49171,PE 33:3,[M+H]+,"GPEtn(18:2(9E,12E)/15:1(9Z))",C38H70NO8P
700.49997,MGDG 29:3,[M+NH4]+,"MGDG(18:3(9Z,12Z,15Z)/11:0)",C38H66O10
700.52808,plasmenyl-PE 34:2,[M+H]+,"PE(P-16:0/18:2(9Z,11Z))",C39H74NO7P
700.53635,MGDG 31:3,[M+NH4-CO]+,"MGDG(18:3(6Z,9Z,12Z)/13:0)",C40H70O10
700.56452,CerP 40:2,[M+H]+,CerP(d16:1(4E)/24:1(15Z)),C40H78NO6P
700.58765,DG 41:6,[M+NH4]+,DG(24:4/17:2/0:0),C44H74O5
701.41343,PA 33:3,[M+Na2-H]+,"GPA(18:2(9E,10E)/15:1(9Z))",C36H65O8P
701.4158,PA 35:6,[M+Na]+,"GPA(17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",C38H63O8P
701.42407,MGDG 29:5,[M+Na]+,"MGDG(7:0/22:5(4Z,7Z,10Z,13Z,16Z))",C38H62O10
701.55975,SM 34:2,[M]+,SM(d16:1(4E)/18:1(9Z)),C39H78N2O6P
701.56929,DG 42:7,[M+Li]+,DG(22:4/20:3/0:0),C45H74O5
701.62677,TG 40:0,[M+Li]+,TG(12:0/12:0/16:0),C43H82O6
701.66313,DG 41:0,[M+Li]+,DG(21:0/20:0/0:0),C44H86O5
702.4111,PC 29:6,[M+Na]+,"GPCho(7:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C37H62NO8P
702.4111,PE 32:6,[M+Na]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/10:0)",C37H62NO8P
702.43221,PS 28:0,[M+Na]+,GPSer(26:0/2:0),C34H66NO10P
702.43458,PS 30:3,[M+H]+,"GPSer(20:3(5Z,8Z,11Z)/10:0)",C36H64NO10P
702.50739,PC 30:2,[M+H]+,"GPCho(18:2(9Z,12Z)/12:0)",C38H72NO8P
702.50739,PE 33:2,[M+H]+,GPEtn(18:1(17Z)/15:1(9Z)),C38H72NO8P
702.51563,MGDG 29:2,[M+NH4]+,"MGDG(18:2(9E,10E)/11:0)",C38H68O10
702.54377,plasmenyl-PC 31:1,[M+H]+,PC(P-16:0/15:1(9Z)),C39H76NO7P
702.54377,plasmenyl-PE 34:1,[M+H]+,PE(P-18:0/16:1(7Z)),C39H76NO7P
702.55205,MGDG 31:2,[M+NH4-CO]+,"MGDG(18:2(2E,4E)/13:0)",C40H72O10
702.58015,CerP 40:1,[M+H]+,CerP(d18:1(4E)/22:0),C40H80NO6P
702.60329,DG 41:5,[M+NH4]+,DG(22:5/19:0/0:0),C44H76O5
703.35171,DGDG 17:1,[M+Na]+,DGDG(3:0/14:1(9Z)),C32H56O15
703.42906,PA 33:2,[M+Na2-H]+,"GPA(13:0/20:2(5Z,8Z))",C36H67O8P
703.43148,PA 35:5,[M+Na]+,"GPA(20:4(5Z,8Z,11Z,14Z)/15:1(9Z))",C38H65O8P
703.43972,MGDG 29:4,[M+Na]+,"MGDG(24:4(5Z,8Z,11Z,14Z)/5:0)",C38H64O10
703.57538,SM 34:1,[M]+,SM(d18:1(4E)/16:0),C39H80N2O6P
703.58493,DG 42:6,[M+Li]+,DG(22:1/20:5/0:0),C45H76O5
704.35397,PS 29:6,[M+Na]+,"GPSer(7:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C35H56NO10P
704.42672,PC 29:5,[M+Na]+,"GPCho(7:0/22:5(4Z,7Z,10Z,13Z,16Z))",C37H64NO8P
704.42672,PE 32:5,[M+Na]+,"GPEtn(10:0/22:5(4Z,7Z,10Z,13Z,16Z))",C37H64NO8P
704.45026,PS 30:2,[M+H]+,"GPSer(18:2(9Z,12Z)/12:0)",C36H66NO10P
704.52302,PC 30:1,[M+H]+,GPCho(12:0/18:1(11E)),C38H74NO8P
704.52302,PE 33:1,[M+H]+,GPEtn(19:0/14:1(9Z)),C38H74NO8P
704.52509,DG 42:11,[M+NH4]+,DG(22:6/20:5/0:0),C45H66O5
704.53127,MGDG 29:1,[M+NH4]+,MGDG(11:0/18:1(9E)),C38H70O10
704.55939,plasmenyl-PC 31:0,[M+H]+,PC(P-18:0/13:0),C39H78NO7P
704.55939,plasmenyl-PE 34:0,[M+H]+,PE(P-16:0/18:0),C39H78NO7P
704.56765,MGDG 31:1,[M+NH4-CO]+,MGDG(22:1(13Z)/9:0),C40H74O10
704.59577,CerP 40:0,[M+H]+,CerP(d16:0/24:0),C40H82NO6P
704.61893,DG 41:4,[M+NH4]+,DG(21:0/20:4/0:0),C44H78O5
705.36733,DGDG 17:0,[M+Na]+,DGDG(2:0/15:0),C32H58O15
705.44474,PA 33:1,[M+Na2-H]+,GPA(17:0/16:1(9Z)),C36H69O8P
705.44711,PA 35:4,[M+Na]+,"GPA(18:2(6Z,9Z)/17:2(9Z,12Z))",C38H67O8P
705.45537,MGDG 29:3,[M+Na]+,"MGDG(11:0/18:3(9Z,12Z,15Z))",C38H66O10
705.59106,SM 34:0,[M]+,SM(d18:0/16:0),C39H82N2O6P
705.60057,DG 42:5,[M+Li]+,DG(20:0/22:5/0:0),C45H78O5
706.36959,PS 29:5,[M+Na]+,"GPSer(9:0/20:5(5Z,8Z,11Z,14Z,17Z))",C35H58NO10P
706.44235,PC 29:4,[M+Na]+,"GPCho(7:0/22:4(7Z,10Z,13Z,16Z))",C37H66NO8P
706.44235,PE 32:4,[M+Na]+,"GPEtn(22:4(7Z,10Z,13Z,16Z)/10:0)",C37H66NO8P
706.46589,PS 30:1,[M+H]+,GPSer(12:0/18:1(6Z)),C36H68NO10P
706.5387,PC 30:0,[M+H]+,GPCho(5:0/25:0),C38H76NO8P
706.5387,PE 33:0,[M+H]+,GPEtn(20:0/13:0),C38H76NO8P
706.54073,DG 42:10,[M+NH4]+,DG(22:6/20:4/0:0),C45H68O5
706.54697,MGDG 29:0,[M+NH4]+,MGDG(26:0/3:0),C38H72O10
706.58325,MGDG 31:0,[M+NH4-CO]+,MGDG(16:0/15:0),C40H76O10
706.63457,DG 41:3,[M+NH4]+,DG(15:1/26:2/0:0),C44H80O5
707.46037,PA 33:0,[M+Na2-H]+,GPA(13:0/20:0),C36H71O8P
707.46279,PA 35:3,[M+Na]+,"GPA(18:2(9Z,12Z)/17:1(9Z))",C38H69O8P
707.47103,MGDG 29:2,[M+Na]+,"MGDG(26:2(5E,9Z)/3:0)",C38H68O10
707.61621,DG 42:4,[M+Li]+,DG(24:0/18:4/0:0),C45H80O5
708.38528,PS 29:4,[M+Na]+,"GPSer(22:4(7Z,10Z,13Z,16Z)/7:0)",C35H60NO10P
708.45803,PC 29:3,[M+Na]+,"GPCho(11:0/18:3(6Z,9Z,12Z))",C37H68NO8P
708.45803,PE 32:3,[M+Na]+,"GPEtn(14:1(9Z)/18:2(9Z,11Z))",C37H68NO8P
708.4604,PC 31:6,[M+H]+,"GPCho(9:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C39H66NO8P
708.4604,PE 34:6,[M+H]+,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0)",C39H66NO8P
708.46867,MGDG 30:6,[M+NH4]+,"MGDG(8:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C39H62O10
708.48157,PS 30:0,[M+H]+,GPSer(13:0/17:0),C36H70NO10P
708.49441,plasmenyl-PE 33:2,[M+Na]+,"PE(P-16:0/17:2(9Z,12Z))",C38H72NO7P
708.50505,MGDG 32:6,[M+NH4-CO]+,"MGDG(10:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C41H66O10
708.53321,CerP 41:5,[M+H]+,"CerP(d17:1(4E)/24:4(5Z,8Z,11Z,14Z))",C41H74NO6P
708.55637,DG 42:9,[M+NH4]+,DG(22:5/20:4/0:0),C45H70O5
708.65021,DG 41:2,[M+NH4]+,DG(15:1/26:1/0:0),C44H82O5
709.38212,PA 34:6,[M+Na2-H]+,"GPA(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C37H61O8P
709.47842,PA 35:2,[M+Na]+,"GPA(9:0/26:2(5Z,9Z))",C38H71O8P
709.48667,MGDG 29:1,[M+Na]+,MGDG(26:1(5Z)/3:0),C38H70O10
709.52608,SM 33:2,[M-H+Na]+,SM(d15:1(4E)/18:1(9Z)),C38H76N2O6P
709.63185,DG 42:3,[M+Li]+,DG(20:3/22:0/0:0),C45H82O5
710.4009,PS 29:3,[M+Na]+,"GPSer(18:3(9Z,12Z,15Z)/11:0)",C35H62NO10P
710.40333,PS 31:6,[M+H]+,"GPSer(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/9:0)",C37H60NO10P
710.47366,PC 29:2,[M+Na]+,"GPCho(11:0/18:2(2E,4E))",C37H70NO8P
710.47366,PE 32:2,[M+Na]+,GPEtn(14:1(9Z)/18:1(11Z)),C37H70NO8P
710.47608,PC 31:5,[M+H]+,"GPCho(20:5(5Z,8Z,11Z,14Z,17Z)/11:0)",C39H68NO8P
710.47608,PE 34:5,[M+H]+,"GPEtn(12:0/22:5(4Z,7Z,10Z,13Z,16Z))",C39H68NO8P
710.48432,MGDG 30:5,[M+NH4]+,"MGDG(8:0/22:5(4Z,7Z,10Z,13Z,16Z))",C39H64O10
710.51003,plasmenyl-PC 30:1,[M+Na]+,PC(P-16:0/14:1(9Z)),C38H74NO7P
710.51003,plasmenyl-PE 33:1,[M+Na]+,PE(P-18:0/15:1(9Z)),C38H74NO7P
710.52071,MGDG 32:5,[M+NH4-CO]+,"MGDG(22:5(4Z,7Z,10Z,13Z,16Z)/10:0)",C41H68O10
710.54884,CerP 41:4,[M+H]+,"CerP(d17:0/24:4(5Z,8Z,11Z,14Z))",C41H76NO6P
710.57201,DG 42:8,[M+NH4]+,DG(20:3/22:5/0:0),C45H72O5
710.62949,TG 40:1,[M+NH4]+,TG(12:0/12:0/16:1),C43H80O6
710.66585,DG 41:1,[M+NH4]+,DG(22:1/19:0/0:0),C44H84O5
711.39775,PA 34:5,[M+Na2-H]+,"GPA(18:4(6Z,9Z,12Z,15Z)/16:1(9Z))",C37H63O8P
711.40017,PA 36:8,[M+Na]+,"GPA(18:4(6Z,9Z,12Z,15Z)/18:4(9E,11E,13E,15E))",C39H61O8P
711.4941,PA 35:1,[M+Na]+,GPA(18:1(11E)/17:0),C38H73O8P
711.50237,MGDG 29:0,[M+Na]+,MGDG(25:0/4:0),C38H72O10
711.5417,SM 33:1,[M-H+Na]+,SM(d19:1(4E)/14:0),C38H78N2O6P
711.64749,DG 42:2,[M+Li]+,DG(22:0/20:2/0:0),C45H84O5
712.41653,PS 29:2,[M+Na]+,"GPSer(22:2(13Z,16Z)/7:0)",C35H64NO10P
712.41895,PS 31:5,[M+H]+,"GPSer(11:0/20:5(5Z,8Z,11Z,14Z,17Z))",C37H62NO10P
712.48934,PC 29:1,[M+Na]+,GPCho(7:0/22:1(13Z)),C37H72NO8P
712.48934,PE 32:1,[M+Na]+,GPEtn(14:0/18:1(17Z)),C37H72NO8P
712.49171,PC 31:4,[M+H]+,"GPCho(20:4(5E,8E,11E,14E)/11:0)",C39H70NO8P
712.49171,PE 34:4,[M+H]+,"GPEtn(14:1(9Z)/20:3(8Z,11Z,14Z))",C39H70NO8P
712.49997,MGDG 30:4,[M+NH4]+,"MGDG(20:4(5Z,8Z,11Z,14Z)/10:0)",C39H66O10
712.52572,plasmenyl-PC 30:0,[M+Na]+,PC(P-16:0/14:0),C38H76NO7P
712.52572,plasmenyl-PE 33:0,[M+Na]+,PE(P-16:0/17:0),C38H76NO7P
712.53635,MGDG 32:4,[M+NH4-CO]+,"MGDG(22:4(7Z,10Z,13Z,16Z)/10:0)",C41H70O10
712.58765,DG 42:7,[M+NH4]+,DG(20:3/22:4/0:0),C45H74O5
712.64513,TG 40:0,[M+NH4]+,TG(12:0/12:0/16:0),C43H82O6
712.68149,DG 41:0,[M+NH4]+,DG(22:0/19:0/0:0),C44H86O5
713.41343,PA 34:4,[M+Na2-H]+,"GPA(14:0/20:4(7E,10E,13E,16E))",C37H65O8P
713.4158,PA 36:7,[M+Na]+,"GPA(18:4(9E,11E,13E,15E)/18:3(9Z,12Z,15Z))",C39H63O8P
713.42407,MGDG 30:6,[M+Na]+,"MGDG(8:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C39H62O10
713.50973,PA 35:0,[M+Na]+,GPA(11:0/24:0),C38H75O8P
